ID,CabinDeck,CabinSide,CabinRegion,Home,Destination,AgeGroup,Age,FamilySize,GroupSize,Commodities,ProductBills,ServiceBills,TotalBills,NoBills,Solo,VIP,CryoSleep,Transported,TrainSet
0748_02,F,S,1,Mars,D3,Adult,32,4,2,4,175,2311,2486,False,False,False,False,,False
0749_01,F,P,1,Mars,D3,Adult,19,8,1,0,0,0,0,True,True,False,True,,False
0750_01,F,S,1,Earth,D1,Adult,22,10,1,4,142,549,691,False,True,False,False,False,True
0751_01,F,S,1,Mars,D3,Adult,21,6,1,0,0,0,0,True,True,False,True,,False
0752_01,G,S,1,Earth,D3,Adult,23,9,1,0,0,0,0,True,True,False,True,,False
0753_01,A,P,1,Europa,D3,Adult,34,7,3,0,0,0,0,True,False,False,True,True,True
0753_02,A,P,1,Europa,D1,Adult,65,7,3,5,1348,3217,4565,False,False,False,False,False,True
0753_03,A,P,1,Europa,D1,Adult,42,7,3,0,0,0,0,True,False,False,True,True,True
0754_01,D,P,1,Europa,D1,Adult,22,3,1,0,0,0,0,True,True,False,True,True,True
0755_01,D,P,1,Europa,D1,Adult,31,3,1,3,2276,52,2328,False,True,False,False,,False
0756_01,B,S,1,Europa,D1,Adult,54,12,3,0,0,0,0,True,False,False,True,True,True
0756_02,B,S,1,Europa,D3,Adult,34,5,3,3,287,4349,4636,False,False,False,False,False,True
0756_03,B,S,1,Europa,D3,Adult,27,12,3,0,0,0,0,True,False,False,True,True,True
0757_01,D,P,1,Mars,D1,Adult,67,7,1,4,5,1174,1179,False,True,False,False,False,True
0758_01,C,S,1,Europa,D3,Adult,22,6,3,4,2490,1344,3834,False,False,False,False,,False
0758_02,C,S,1,Europa,D1,Adult,74,6,3,0,0,0,0,True,False,False,True,,False
0758_03,C,S,1,Europa,D3,Adult,53,6,3,4,3,4912,4915,False,False,False,False,,False
0759_01,C,P,1,Europa,D1,Adult,40,8,3,0,0,0,0,True,False,False,True,,False
0759_02,C,P,1,Europa,D1,Adult,23,8,3,3,4733,5831,10564,False,False,False,False,,False
0759_03,C,P,1,Europa,D3,Adult,36,8,3,0,0,0,0,True,False,False,True,,False
0760_01,F,P,1,Earth,D3,Adult,18,4,1,3,11,656,667,False,True,False,False,,False
0761_01,C,P,1,Europa,D3,Adult,33,3,1,3,3879,115,3994,False,True,False,False,True,True
0762_01,G,S,1,Earth,D2,Adult,30,9,1,0,0,0,0,True,True,False,True,False,True
0763_01,C,S,1,Europa,D3,Adult,29,10,2,0,0,0,0,True,False,False,True,,False
0763_02,C,S,1,Europa,D3,Adult,48,10,2,4,16,3718,3734,False,False,False,False,,False
0764_01,G,S,1,Earth,D3,Adult,22,10,1,0,0,0,0,True,True,False,True,False,True
0765_01,F,S,1,Mars,D2,Adult,35,6,2,3,55,1260,1315,False,False,False,False,True,True
0765_02,F,S,1,Mars,D3,Adult,23,6,2,2,121,755,876,False,False,False,False,False,True
0766_01,E,S,1,Mars,D3,Adult,34,6,1,0,0,0,0,True,True,False,True,,False
0767_01,G,S,1,Earth,D3,Adult,49,5,1,4,685,202,887,False,True,False,False,False,True
0768_01,B,P,1,Europa,D1,Adult,36,6,2,4,12180,17428,29608,False,False,False,False,False,True
0768_02,B,P,1,Europa,D3,Adult,31,6,2,0,0,0,0,True,False,False,True,True,True
0769_01,B,S,1,Europa,D1,Adult,54,11,1,0,0,0,0,True,True,False,True,True,True
0770_01,G,S,1,Earth,D3,Child,0,19,6,0,0,0,0,True,False,False,True,False,True
0770_02,G,S,1,Earth,D3,Adult,28,19,6,2,715,170,885,False,False,False,False,False,True
0770_03,G,S,1,Earth,D3,Adult,54,19,6,0,0,0,0,True,False,False,True,False,True
0770_04,G,S,1,Earth,D2,Child,10,19,6,0,0,0,0,True,False,False,True,False,True
0770_05,G,S,1,Earth,D1,Child,0,19,6,0,0,0,0,True,False,False,False,True,True
0770_06,G,S,1,Earth,D2,Child,7,19,6,0,0,0,0,True,False,False,True,True,True
0771_01,G,P,1,Earth,D3,Adult,25,7,1,0,0,0,0,True,True,False,True,False,True
0772_01,E,S,1,Europa,D1,Adult,37,8,4,4,341,5835,6176,False,False,False,False,False,True
0772_02,E,S,1,Europa,D1,Teen,15,7,4,0,0,0,0,True,False,False,True,True,True
0772_03,E,S,1,Europa,D3,Adult,26,8,4,0,0,0,0,True,False,False,True,True,True
0772_04,E,S,1,Europa,D1,Child,7,8,4,0,0,0,0,True,False,False,False,True,True
0773_01,F,S,1,Earth,D3,Adult,30,5,1,3,4,733,737,False,True,False,False,False,True
0774_01,C,P,1,Europa,D3,Adult,34,5,3,2,3410,1456,4866,False,False,False,False,,False
0774_02,B,P,1,Europa,D1,Adult,27,5,3,3,1288,4848,6136,False,False,False,False,,False
0774_03,B,P,1,Europa,D3,Adult,44,1,3,0,0,0,0,True,False,False,False,,False
0775_01,C,S,1,Europa,D3,Child,0,7,6,0,0,0,0,True,False,False,False,,False
0775_02,C,S,1,Europa,D3,Child,1,7,6,0,0,0,0,True,False,False,True,,False
0775_03,C,S,1,Europa,D3,Adult,18,7,6,0,0,0,0,True,False,False,True,,False
0775_04,C,S,1,Europa,D3,Adult,23,7,6,4,1858,16326,18184,False,False,False,False,,False
0775_05,C,S,1,Europa,D3,Adult,26,3,6,4,3329,672,4001,False,False,False,False,,False
0775_06,C,S,1,Europa,D1,Adult,46,3,6,0,0,0,0,True,False,False,True,,False
0776_01,F,P,1,Earth,D3,Adult,19,3,1,3,1401,18,1419,False,True,False,False,True,True
0777_01,A,P,1,Europa,D3,Adult,30,5,1,2,3004,1018,4022,False,True,False,False,False,True
0778_01,C,S,1,Europa,D3,Adult,41,14,2,0,0,0,0,True,False,False,True,,False
0778_02,C,S,1,Europa,D1,Adult,25,14,2,4,1661,1673,3334,False,False,False,False,,False
0779_01,F,P,1,Earth,D3,Adult,21,7,1,3,2,573,575,False,True,False,False,False,True
0780_01,D,S,1,Mars,D3,Adult,50,9,1,0,0,0,0,True,True,False,True,,False
0781_01,G,S,1,Earth,D2,Adult,21,8,1,4,33,484,517,False,True,False,False,False,True
0782_01,F,P,1,Mars,D3,Adult,59,3,1,0,0,0,0,True,True,False,True,True,True
0783_01,F,P,1,Earth,D3,Adult,28,8,1,3,372,508,880,False,True,False,False,,False
0784_01,C,S,1,Europa,D1,Adult,28,2,1,0,0,0,0,True,True,False,True,True,True
0785_01,F,P,1,Earth,D3,Adult,32,9,1,3,2,714,716,False,True,False,False,False,True
0786_01,G,P,1,Earth,D3,Adult,19,5,1,0,0,0,0,True,True,False,True,True,True
0787_01,G,P,1,Earth,D3,Child,7,6,1,0,0,0,0,True,True,False,True,False,True
0788_01,F,P,1,Earth,D1,Teen,16,0,1,1,0,797,797,False,True,False,False,False,True
0789_01,A,S,1,Europa,D3,Adult,31,5,3,4,170,2519,2689,False,False,True,False,False,True
0789_02,A,S,1,Europa,D3,Adult,30,5,3,4,1012,3586,4598,False,False,False,False,False,True
0789_03,A,S,1,Europa,D3,Adult,26,5,3,0,0,0,0,True,False,False,True,True,True
0790_01,G,S,1,Earth,D2,Adult,20,5,1,0,0,0,0,True,True,False,True,True,True
0791_01,G,P,1,Earth,D2,Adult,24,6,1,0,0,0,0,True,True,False,True,False,True
0792_01,G,P,1,Earth,D2,Teen,17,8,1,0,0,0,0,True,True,False,True,,False
0793_01,G,P,1,Earth,D2,Adult,39,7,1,2,0,773,773,False,True,False,False,False,True
0794_01,F,S,1,Mars,D1,Adult,19,6,2,0,0,0,0,True,False,False,True,True,True
0794_02,F,S,1,Mars,D1,Adult,27,6,2,0,0,0,0,True,False,False,True,True,True
0795_01,F,S,1,Earth,D3,Adult,34,7,1,1,0,874,874,False,True,False,False,False,True
0796_01,D,S,1,Europa,D1,Adult,28,2,1,0,0,0,0,True,True,False,True,True,True
0797_01,F,S,1,Earth,D3,Adult,29,4,1,1,0,645,645,False,True,False,False,False,True
0798_01,F,S,1,Mars,D2,Adult,38,4,1,0,0,0,0,True,True,False,True,True,True
0799_01,A,P,1,Europa,D1,Adult,35,5,1,4,3467,1594,5061,False,True,False,False,False,True
0800_01,C,S,1,Europa,D1,Adult,29,2,1,4,1704,7565,9269,False,True,True,False,,False
0801_01,F,P,1,Mars,D3,Adult,19,6,1,0,0,0,0,True,True,False,True,,False
0802_01,F,S,1,Mars,D3,Child,1,11,1,0,0,0,0,True,True,False,True,True,True
0803_01,G,P,1,Earth,D1,Adult,34,8,1,0,0,0,0,True,True,False,True,,False
0804_01,C,P,1,Europa,D1,Adult,28,5,1,0,0,0,0,True,True,False,True,,False
0805_01,C,P,1,Europa,D1,Adult,36,5,1,4,13348,1954,15302,False,True,True,False,True,True
0806_01,F,S,1,Earth,D3,Adult,31,3,2,3,32,1354,1386,False,False,False,False,False,True
0806_02,G,S,1,Earth,D3,Child,1,3,2,0,0,0,0,True,False,False,False,True,True
0807_01,F,S,1,Mars,D3,Adult,47,3,1,3,3636,3765,7401,False,True,False,False,,False
0808_01,E,S,1,Earth,D3,Adult,31,7,1,4,811,169,980,False,True,False,False,False,True
0809_01,F,S,1,Mars,D3,Child,10,11,4,0,0,0,0,True,False,False,False,True,True
0809_02,F,S,1,Mars,D3,Adult,29,11,4,3,43,1227,1270,False,False,False,False,False,True
0809_03,F,S,1,Mars,D3,Adult,42,11,4,3,51,1140,1191,False,False,False,False,False,True
0809_04,F,S,1,Mars,D3,Child,0,11,4,0,0,0,0,True,False,False,False,True,True
0810_01,F,P,1,Mars,D3,Adult,28,3,1,4,278,835,1113,False,True,False,False,,False
0811_01,F,S,1,Mars,D2,Adult,41,7,3,2,0,2042,2042,False,False,False,False,False,True
0811_02,F,S,1,Mars,D3,Child,0,7,3,0,0,0,0,True,False,False,True,True,True
0811_03,F,S,1,Mars,D3,Child,0,7,3,0,0,0,0,True,False,False,False,True,True
0812_01,E,S,1,Mars,D3,Adult,38,6,1,0,0,0,0,True,True,False,True,,False
0813_01,F,P,1,Mars,D3,Adult,59,7,1,0,0,0,0,True,True,False,True,True,True
0814_01,F,S,1,Mars,D3,Adult,22,4,1,3,371,2227,2598,False,True,True,False,,False
0815_01,E,S,1,Earth,D3,Teen,13,9,1,3,31,2,33,False,True,False,False,False,True
0816_01,E,S,1,Europa,D1,Adult,24,3,1,3,284,5052,5336,False,True,False,False,False,True
0817_01,G,P,1,Earth,D3,Adult,20,6,1,0,0,0,0,True,True,False,True,False,True
0818_01,B,S,1,Europa,D3,Adult,71,5,1,0,0,0,0,True,True,True,False,True,True
0819_01,G,S,1,Earth,D2,Adult,23,13,1,0,0,0,0,True,True,False,True,True,True
0820_01,F,S,1,Earth,D1,Teen,15,11,2,3,773,3,776,False,False,False,False,True,True
0820_02,G,S,1,Earth,D3,Adult,18,11,2,1,0,751,751,False,False,False,False,False,True
0821_01,F,S,1,Mars,D1,Adult,18,2,1,0,0,0,0,True,True,False,True,,False
0822_01,F,S,1,Earth,D3,Adult,19,4,1,3,571,161,732,False,True,False,False,True,True
0823_01,G,S,1,Earth,D1,Child,4,7,2,0,0,0,0,True,False,False,True,True,True
0823_02,F,S,1,Earth,D1,Adult,42,7,2,1,739,0,739,False,False,False,False,True,True
0824_01,F,S,1,Mars,D3,Adult,51,6,1,3,343,870,1213,False,True,False,False,False,True
0825_01,G,P,1,Earth,D3,Teen,13,10,1,0,0,0,0,True,True,False,True,True,True
0826_01,G,P,1,Earth,D3,Adult,27,9,1,2,653,174,827,False,True,False,False,True,True
0827_01,A,P,1,Europa,D3,Adult,21,4,3,3,2673,1708,4381,False,False,False,False,,False
0827_02,A,P,1,Europa,D3,Adult,40,4,3,0,0,0,0,True,False,False,False,,False
0827_03,A,P,1,Europa,D1,Adult,67,4,3,0,0,0,0,True,False,False,True,,False
0828_01,F,S,1,Earth,D3,Adult,42,11,2,3,22,845,867,False,False,False,False,False,True
0828_02,F,S,1,Earth,D3,Adult,41,11,2,4,2,357,359,False,False,False,False,True,True
0829_01,F,P,1,Earth,D2,Adult,21,4,1,3,2695,17,2712,False,True,False,False,True,True
0830_01,F,P,1,Earth,D3,Adult,31,7,1,3,5,809,814,False,True,False,False,True,True
0831_01,F,P,1,Earth,D2,Adult,39,3,1,5,183,482,665,False,True,False,False,,False
0832_01,G,P,1,Earth,D2,Adult,19,6,1,0,0,0,0,True,True,False,True,,False
0833_01,C,S,1,Europa,D1,Adult,36,2,1,0,0,0,0,True,True,False,True,True,True
0834_01,F,P,1,Earth,D3,Adult,31,8,1,2,0,865,865,False,True,False,False,False,True
0835_01,G,S,1,Earth,D1,Teen,14,8,1,4,9,667,676,False,True,False,False,False,True
0836_01,F,S,1,Mars,D2,Adult,32,6,1,3,772,494,1266,False,True,True,False,False,True
0837_01,D,P,1,Europa,D3,Adult,28,4,2,0,0,0,0,True,False,False,True,,False
0837_02,D,P,1,Europa,D1,Adult,29,4,2,4,1076,3864,4940,False,False,False,False,,False
0838_01,E,P,1,Mars,D3,Adult,22,8,2,0,0,0,0,True,False,False,True,,False
0838_02,D,P,1,Mars,D3,Adult,23,8,2,2,0,2579,2579,False,False,False,False,,False
0839_01,B,S,1,Europa,D3,Adult,32,4,1,2,179,5152,5331,False,True,False,False,False,True
0840_01,G,P,1,Earth,D3,Adult,27,14,1,3,1111,665,1776,False,True,False,False,False,True
0841_01,F,P,1,Earth,D2,Adult,41,3,1,4,251,2397,2648,False,True,False,False,,False
0842_01,E,P,1,Mars,D3,Adult,25,7,1,0,0,0,0,True,True,False,True,,False
0843_01,G,P,1,Earth,D2,Adult,43,3,1,0,0,0,0,True,True,False,True,,False
0844_01,E,S,1,Mars,D3,Adult,54,6,1,0,0,0,0,True,True,False,True,,False
0845_01,B,S,1,Europa,D1,Adult,57,6,1,4,2956,4217,7173,False,True,False,False,False,True
0846_01,G,S,1,Earth,D3,Teen,13,8,1,0,0,0,0,True,True,False,True,False,True
0847_01,F,S,1,Earth,D3,Teen,14,14,1,2,0,699,699,False,True,False,False,,False
0848_01,F,P,1,Mars,D3,Adult,30,2,2,0,0,0,0,True,False,False,True,True,True
0848_02,F,P,1,Mars,D3,Teen,14,2,2,0,0,0,0,True,False,False,True,True,True
0849_01,B,S,1,Europa,D3,Adult,27,3,2,0,0,0,0,True,False,False,False,True,True
0849_02,B,S,1,Europa,D1,Adult,32,3,2,0,0,0,0,True,False,False,True,True,True
0850_01,E,S,1,Mars,D3,Adult,54,8,1,0,0,0,0,True,True,False,True,True,True
0851_01,F,P,1,Earth,D1,Adult,23,2,1,5,397,230,627,False,True,False,False,False,True
0852_01,D,S,1,Europa,D3,Adult,69,3,1,0,0,0,0,True,True,False,True,,False
0853_01,A,S,1,Europa,D1,Adult,38,1,1,0,0,0,0,True,True,False,True,True,True
0854_01,G,S,1,Earth,D2,Adult,24,10,1,0,0,0,0,True,True,False,True,,False
0855_01,B,S,1,Europa,D3,Adult,37,4,1,0,0,0,0,True,True,False,False,,False
0856_01,F,P,1,Earth,D3,Adult,28,7,1,2,2,869,871,False,True,False,False,,False
0857_01,B,S,1,Europa,D1,Adult,59,4,1,4,3464,483,3947,False,True,False,False,,False
0858_01,D,P,1,Mars,D3,Adult,20,7,2,3,269,2037,2306,False,False,False,False,,False
0858_02,F,P,1,Mars,D3,Adult,23,7,2,0,0,0,0,True,False,False,True,,False
0859_01,G,S,1,Earth,D3,Adult,32,8,1,0,0,0,0,True,True,False,True,True,True
0860_01,E,P,1,Earth,D3,Adult,24,0,1,4,327,461,788,False,True,False,False,False,True
0861_01,G,S,1,Earth,D3,Adult,59,7,1,0,0,0,0,True,True,False,False,,False
0862_01,G,P,1,Earth,D3,Adult,20,4,1,0,0,0,0,True,True,False,True,,False
0863_01,G,S,1,Earth,D3,Adult,36,4,3,0,0,0,0,True,False,False,True,False,True
0863_02,G,S,1,Earth,D3,Child,11,4,3,0,0,0,0,True,False,False,False,False,True
0863_03,G,S,1,Earth,D3,Child,6,4,3,0,0,0,0,True,False,False,True,False,True
0864_01,D,S,1,Mars,D3,Adult,36,6,3,2,12,3160,3172,False,False,False,False,,False
0864_02,F,S,1,Mars,D3,Adult,43,6,3,0,0,0,0,True,False,False,True,,False
0864_03,F,S,1,Mars,D3,Child,9,9,3,0,0,0,0,True,False,False,True,,False
0865_01,B,S,1,Europa,D1,Adult,36,5,2,0,0,0,0,True,False,False,True,True,True
0865_02,B,S,1,Europa,D1,Adult,22,5,2,0,0,0,0,True,False,False,True,True,True
0866_01,F,P,1,Mars,D3,Adult,32,9,1,0,0,0,0,True,True,False,True,,False
0867_01,F,S,1,Earth,D3,Adult,24,7,1,4,868,4,872,False,True,False,False,False,True
0868_01,G,S,1,Earth,D3,Adult,37,4,1,0,0,0,0,True,True,False,True,True,True
0869_01,F,S,1,Earth,D3,Adult,55,9,1,2,444,280,724,False,True,False,False,False,True
0870_01,G,P,1,Earth,D2,Adult,26,9,1,3,473,204,677,False,True,False,False,False,True
0871_01,A,S,1,Europa,D3,Adult,20,4,1,4,4754,279,5033,False,True,False,False,True,True
0872_01,E,S,1,Earth,D3,Adult,24,9,1,3,0,788,788,False,True,False,False,,False
0873_01,F,P,1,Earth,D3,Teen,16,9,1,3,32,2621,2653,False,True,False,False,False,True
0874_01,F,S,1,Earth,D3,Adult,19,18,1,2,702,0,702,False,True,False,False,False,True
0875_01,G,S,1,Earth,D3,Adult,38,0,1,0,0,0,0,True,True,False,False,False,True
0876_01,F,S,1,Earth,D3,Adult,35,6,1,4,733,14,747,False,True,False,False,False,True
0877_01,C,P,1,Europa,D1,Adult,33,7,1,0,0,0,0,True,True,False,True,True,True
0878_01,D,S,1,Mars,D2,Adult,37,9,1,3,3,828,831,False,True,True,False,False,True
0879_01,E,P,1,Earth,D3,Adult,46,3,1,2,0,788,788,False,True,False,False,False,True
0880_01,E,P,1,Mars,D2,Teen,14,11,2,0,0,0,0,True,False,False,True,,False
0880_02,E,P,1,Mars,D3,Adult,45,11,2,0,0,0,0,True,False,False,True,,False
0881_01,D,S,1,Europa,D3,Adult,41,9,1,4,3,3160,3163,False,True,False,False,False,True
0882_01,G,S,1,Earth,D3,Adult,23,10,1,4,5257,392,5649,False,True,False,False,,False
0883_01,G,P,1,Earth,D3,Teen,13,7,1,4,15,893,908,False,True,False,False,False,True
0884_01,G,P,1,Earth,D3,Adult,59,15,2,2,0,840,840,False,False,False,False,,False
0884_02,F,P,1,Earth,D3,Adult,28,15,2,1,762,0,762,False,False,False,False,,False
0885_01,G,S,1,Earth,D3,Adult,31,7,2,0,0,0,0,True,False,False,True,False,True
0885_02,G,S,1,Earth,D1,Adult,52,7,2,0,0,0,0,True,False,False,True,True,True
0886_01,F,P,1,Mars,D3,Adult,61,5,3,2,693,1399,2092,False,False,False,False,,False
0886_02,F,P,1,Mars,D3,Adult,52,5,3,0,0,0,0,True,False,False,True,,False
0886_03,F,P,1,Mars,D3,Child,5,5,3,0,0,0,0,True,False,False,True,,False
0887_01,C,P,1,Europa,D3,Adult,51,2,2,3,54,5937,5991,False,False,False,False,,False
0887_02,C,P,1,Europa,D3,Adult,26,2,2,5,1183,2900,4083,False,False,False,False,,False
0888_01,D,P,1,Mars,D3,Adult,44,9,2,4,235,640,875,False,False,False,False,,False
0888_02,F,P,1,Mars,D3,Adult,46,9,2,3,3767,1247,5014,False,False,False,False,,False
0889_01,C,P,1,Europa,D3,Adult,48,7,2,0,0,0,0,True,False,False,False,False,True
0889_02,C,P,1,Europa,D1,Adult,27,7,2,4,12804,63,12867,False,False,False,False,True,True
0890_01,F,P,1,Mars,D3,Teen,16,0,1,3,338,181,519,False,True,False,False,False,True
0891_01,D,S,1,Mars,D3,Adult,32,3,1,2,2851,176,3027,False,True,False,False,,False
0892_01,C,S,1,Europa,D3,Teen,17,3,3,0,0,0,0,True,False,False,True,,False
0892_02,C,S,1,Europa,D1,Adult,21,3,3,0,0,0,0,True,False,False,True,,False
0892_03,C,S,1,Europa,D1,Adult,52,2,3,0,0,0,0,True,False,False,True,,False
0893_01,G,P,1,Earth,D1,Adult,32,13,1,0,0,0,0,True,True,False,True,True,True
0894_01,C,S,1,Europa,D1,Adult,52,2,1,0,0,0,0,True,True,False,True,,False
0895_01,F,P,1,Earth,D3,Teen,14,7,1,2,1277,241,1518,False,True,False,False,,False
0896_01,F,P,1,Earth,D3,Adult,21,15,1,1,644,0,644,False,True,False,False,,False
0897_01,B,S,1,Europa,D1,Adult,42,5,2,0,0,0,0,True,False,False,True,,False
0897_02,B,S,1,Europa,D3,Adult,28,5,2,0,0,0,0,True,False,False,True,,False
0898_01,G,S,1,Earth,D3,Adult,25,14,1,0,0,0,0,True,True,False,True,False,True
0899_01,F,P,1,Earth,D3,Adult,26,10,2,2,716,1,717,False,False,False,False,True,True
0899_02,G,P,1,Earth,D3,Adult,44,10,2,0,0,0,0,True,False,False,True,False,True
0900_01,G,P,1,Earth,D2,Adult,26,14,1,0,0,0,0,True,True,False,True,,False
0901_01,F,S,1,Mars,D3,Adult,32,5,1,2,2552,47,2599,False,True,False,False,True,True
0902_01,F,P,1,Earth,D3,Adult,18,10,1,3,124,613,737,False,True,False,False,True,True
0903_01,G,S,1,Earth,D1,Adult,23,5,1,0,0,0,0,True,True,False,True,False,True
0904_01,C,P,1,Europa,D3,Adult,44,5,1,3,2792,1191,3983,False,True,False,False,False,True
0905_01,D,P,1,Mars,D2,Adult,29,4,1,4,421,458,879,False,True,False,False,False,True
0906_01,F,S,1,Earth,D1,Adult,19,10,1,2,857,0,857,False,True,False,False,True,True
0907_01,B,P,1,Europa,D1,Adult,41,8,2,4,5745,9066,14811,False,False,False,False,False,True
0907_02,B,P,1,Europa,D3,Adult,28,8,2,3,1736,779,2515,False,False,False,False,False,True
0908_01,G,S,1,Earth,D3,Child,7,5,1,0,0,0,0,True,True,False,True,,False
0909_01,F,S,1,Mars,D3,Teen,14,11,3,2,300,1793,2093,False,False,False,False,,False
0909_02,F,S,1,Mars,D3,Child,3,11,3,0,0,0,0,True,False,False,True,,False
0909_03,F,S,1,Mars,D3,Adult,26,11,3,0,0,0,0,True,False,False,True,,False
0910_01,G,S,1,Earth,D3,Adult,19,4,1,0,0,0,0,True,True,False,True,True,True
0911_01,F,P,1,Mars,D3,Adult,32,4,2,3,0,2632,2632,False,False,True,False,False,True
0911_02,F,P,1,Mars,D3,Adult,74,4,2,3,543,884,1427,False,False,False,False,True,True
0912_01,B,S,1,Europa,D3,Adult,31,5,1,3,7461,819,8280,False,True,False,False,True,True
0913_01,E,P,1,Europa,D1,Adult,38,4,1,3,172,5941,6113,False,True,False,False,False,True
0914_01,E,S,1,Europa,D1,Adult,54,4,1,3,8179,9185,17364,False,True,False,False,,False
0915_01,G,S,1,Earth,D3,Adult,20,6,1,3,0,704,704,False,True,False,False,False,True
0916_01,G,P,1,Earth,D3,Adult,55,10,1,3,516,365,881,False,True,False,False,,False
0917_01,E,S,1,Mars,D3,Teen,16,5,1,3,1162,11,1173,False,True,False,False,,False
0918_01,E,S,1,Earth,D3,Adult,24,3,1,4,10,1592,1602,False,True,False,False,False,True
0919_01,F,P,1,Earth,D2,Adult,26,10,1,5,177,1193,1370,False,True,False,False,False,True
0920_01,C,P,1,Europa,D3,Adult,38,7,1,3,6915,8461,15376,False,True,False,False,,False
0921_01,G,S,1,Earth,D2,Adult,44,6,1,0,0,0,0,True,True,False,True,False,True
0922_01,B,P,1,Europa,D1,Adult,33,4,2,0,0,0,0,True,False,False,True,True,True
0922_02,B,P,1,Europa,D1,Adult,31,4,2,3,1095,1395,2490,False,False,False,False,False,True
0923_01,C,S,1,Europa,D1,Adult,33,5,2,3,7767,2468,10235,False,False,False,False,True,True
0923_02,B,S,1,Europa,D3,Adult,22,5,2,0,0,0,0,True,False,False,True,True,True
0924_01,E,S,1,Earth,D3,Adult,33,7,1,2,984,13,997,False,True,False,False,False,True
0925_01,F,P,1,Mars,D3,Adult,34,6,3,2,1626,379,2005,False,False,False,False,False,True
0925_02,F,P,1,Mars,D3,Child,11,6,3,0,0,0,0,True,False,False,True,True,True
0925_03,F,P,1,Mars,D3,Adult,41,6,3,0,0,0,0,True,False,False,True,True,True
0926_01,B,S,1,Europa,D1,Adult,30,3,2,3,7992,532,8524,False,False,False,False,True,True
0926_02,B,S,1,Europa,D3,Adult,30,3,2,4,994,2842,3836,False,False,False,False,False,True
0927_01,G,S,1,Earth,D3,Adult,25,7,1,3,699,65,764,False,True,False,False,False,True
0928_01,G,P,1,Earth,D2,Adult,31,3,1,0,0,0,0,True,True,False,True,True,True
0929_01,G,S,1,Earth,D3,Adult,48,6,1,5,436,450,886,False,True,False,False,,False
0930_01,F,P,1,Earth,D3,Adult,38,13,2,3,0,1041,1041,False,False,False,False,False,True
0930_02,G,P,1,Earth,D3,Teen,15,13,2,0,0,0,0,True,False,False,True,True,True
0931_01,F,P,1,Earth,D3,Adult,19,9,1,3,115,617,732,False,True,False,False,True,True
0932_01,F,S,1,Mars,D3,Adult,29,5,1,0,0,0,0,True,True,False,True,True,True
0933_01,C,P,1,Europa,D3,Adult,30,5,2,3,12045,2135,14180,False,False,False,False,True,True
0933_02,C,P,1,Europa,D3,Adult,29,5,2,3,1127,2937,4064,False,False,False,False,False,True
0934_01,G,S,1,Earth,D1,Teen,13,10,1,3,28,858,886,False,True,False,False,,False
0935_01,F,P,1,Earth,D3,Adult,36,10,1,3,11,890,901,False,True,False,False,False,True
0936_01,F,S,1,Earth,D3,Adult,20,11,1,3,4,733,737,False,True,False,False,,False
0937_01,E,P,1,Mars,D3,Adult,18,3,1,0,0,0,0,True,True,False,True,,False
0938_01,F,S,1,Earth,D3,Adult,24,11,3,2,0,804,804,False,False,False,False,False,True
0938_02,E,S,1,Earth,D3,Adult,30,11,3,1,871,0,871,False,False,False,False,True,True
0938_03,G,S,1,Earth,D3,Child,0,11,3,0,0,0,0,True,False,False,False,True,True
0939_01,G,P,1,Earth,D3,Teen,15,10,1,0,0,0,0,True,True,False,True,True,True
0940_01,G,P,1,Earth,D3,Adult,38,8,1,3,741,68,809,False,True,False,False,True,True
0941_01,F,P,1,Earth,D3,Teen,13,7,1,2,7,1175,1182,False,True,False,False,False,True
0942_01,F,P,1,Mars,D3,Adult,18,16,1,2,555,594,1149,False,True,False,False,False,True
0943_01,F,P,1,Mars,D3,Adult,45,7,3,0,0,0,0,True,False,False,True,,False
0943_02,F,P,1,Mars,D3,Child,5,7,3,0,0,0,0,True,False,False,True,,False
0943_03,F,P,1,Mars,D1,Adult,42,7,3,3,697,820,1517,False,False,False,False,,False
0944_01,G,P,1,Earth,D3,Teen,16,8,2,2,831,891,1722,False,False,False,False,False,True
0944_02,G,P,1,Earth,D1,Child,8,8,2,0,0,0,0,True,False,False,False,False,True
0945_01,E,S,1,Mars,D1,Adult,50,9,2,3,242,1061,1303,False,False,False,False,,False
0945_02,F,S,1,Mars,D3,Adult,21,9,2,3,114,1005,1119,False,False,False,False,,False
0946_01,F,P,1,Earth,D3,Adult,19,15,1,4,5,602,607,False,True,False,False,True,True
0947_01,G,P,1,Earth,D1,Adult,26,4,1,2,474,201,675,False,True,False,False,False,True
0948_01,G,P,1,Earth,D3,Adult,22,0,1,4,695,739,1434,False,True,False,False,,False
0949_01,G,P,1,Earth,D1,Teen,15,8,1,0,0,0,0,True,True,False,True,True,True
0950_01,F,S,1,Mars,D3,Adult,23,6,1,0,0,0,0,True,True,False,True,,False
0951_01,G,S,1,Earth,D2,Adult,38,10,1,0,0,0,0,True,True,False,True,True,True
0952_01,F,S,1,Mars,D3,Adult,45,4,1,2,1383,877,2260,False,True,False,False,False,True
0953_01,F,P,1,Earth,D2,Adult,48,14,1,3,309,359,668,False,True,False,False,False,True
0954_01,F,P,1,Earth,D2,Adult,22,7,1,4,651,17,668,False,True,False,False,,False
0955_01,G,S,1,Earth,D1,Teen,17,3,1,0,0,0,0,True,True,False,True,False,True
